Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Jiaming,2020-12-09 18:09:45,00:18:01,,Start-Up: Season 1: MVP (Minimum Viable Product) (Episode 15),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:07,Not latest view,US (United States)
Jiaming,2020-12-08 02:42:40,01:04:21,,The Guest: Season 1: Episode 16,,Netflix Chrome MAC (Cadmium) HTML 5,01:17:00,01:17:00,US (United States)
Jiaming,2020-12-08 01:57:33,00:39:10,,The Guest: Season 1: Episode 15,,Netflix Chrome MAC (Cadmium) HTML 5,00:59:39,00:59:39,US (United States)
Jiaming,2020-12-08 00:57:10,00:54:51,,The Guest: Season 1: Episode 14,,Netflix Chrome MAC (Cadmium) HTML 5,01:02:45,01:02:45,US (United States)
Jiaming,2020-12-08 00:48:08,00:09:00,,The Guest: Season 1: Episode 13,,Netflix Chrome MAC (Cadmium) HTML 5,01:03:57,01:03:57,US (United States)
Jiaming,2020-12-07 21:15:50,00:27:46,,The Guest: Season 1: Episode 13,,Netflix Chrome MAC (Cadmium) HTML 5,00:54:57,Not latest view,US (United States)
Jiaming,2020-12-07 20:20:26,00:54:13,,The Guest: Season 1: Episode 12,,Netflix Chrome MAC (Cadmium) HTML 5,01:06:38,01:06:38,US (United States)
Jiaming,2020-12-07 19:32:42,00:46:59,,The Guest: Season 1: Episode 11,,Netflix Chrome MAC (Cadmium) HTML 5,01:02:38,01:02:38,US (United States)
Jiaming,2020-12-07 18:47:26,00:32:39,,The Guest: Season 1: Episode 10,,Netflix Chrome MAC (Cadmium) HTML 5,01:02:40,01:02:40,US (United States)
Jiaming,2020-12-07 18:19:38,00:23:59,,The Guest: Season 1: Episode 10,,Netflix Chrome MAC (Cadmium) HTML 5,00:24:26,Not latest view,US (United States)
Jiaming,2020-12-06 05:59:57,00:42:01,,The Guest: Season 1: Episode 9,,Netflix Chrome MAC (Cadmium) HTML 5,01:10:42,01:10:42,US (United States)
Jiaming,2020-12-06 05:30:09,00:29:44,,The Guest: Season 1: Episode 8,,Netflix Chrome MAC (Cadmium) HTML 5,01:05:02,01:05:02,US (United States)
Jiaming,2020-12-06 04:34:39,00:35:02,,The Guest: Season 1: Episode 8,,Netflix Chrome MAC (Cadmium) HTML 5,00:35:30,Not latest view,US (United States)
Jiaming,2020-12-06 04:05:53,00:28:44,,The Guest: Season 1: Episode 7,,Netflix Chrome MAC (Cadmium) HTML 5,01:09:23,01:09:23,US (United States)
Jiaming,2020-12-06 02:26:13,00:40:03,,The Guest: Season 1: Episode 7,,Netflix Chrome MAC (Cadmium) HTML 5,00:40:29,Not latest view,US (United States)
Jiaming,2020-12-06 01:28:56,00:52:37,,The Guest: Season 1: Episode 6,,Netflix Chrome MAC (Cadmium) HTML 5,01:07:31,01:07:31,US (United States)
Jiaming,2020-12-06 01:28:25,00:00:25,,The Guest: Season 1: Episode 6,,Netflix Chrome MAC (Cadmium) HTML 5,00:14:54,Not latest view,US (United States)
Jiaming,2020-12-06 01:28:08,00:00:10,Autoplayed: user action: None; ,Season 1 Trailer: Private Lives,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:10,00:00:10,US (United States)
Jiaming,2020-12-05 23:53:44,01:34:10,,The Call,,Netflix Chrome MAC (Cadmium) HTML 5,01:46:14,01:46:14,US (United States)
Jiaming,2020-12-05 22:28:06,00:03:33,,The Guest: Season 1: Episode 6,,Netflix Chrome MAC (Cadmium) HTML 5,00:14:29,Not latest view,US (United States)
Jiaming,2020-12-05 22:14:32,00:12:04,,The Call,,Netflix Chrome MAC (Cadmium) HTML 5,00:12:04,Not latest view,US (United States)
Jiaming,2020-12-05 22:12:53,00:00:09,Autoplayed: user action: None; ,Season 1 Trailer: The Uncanny Counter,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:09,00:00:09,US (United States)
Jiaming,2020-12-05 20:47:12,00:10:18,,The Guest: Season 1: Episode 6,,Netflix Chrome MAC (Cadmium) HTML 5,00:10:56,Not latest view,US (United States)
Jiaming,2020-12-05 19:39:54,01:07:15,,The Guest: Season 1: Episode 5,,Netflix Chrome MAC (Cadmium) HTML 5,01:08:02,01:08:02,US (United States)
Jiaming,2020-12-05 19:38:29,00:00:28,Autoplayed: user action: None; ,THECALL_CLIP_GENRE,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,00:00:00,US (United States)
Jiaming,2020-12-05 07:43:50,00:00:28,Autoplayed: user action: None; ,THECALL_CLIP_GENRE,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,Not latest view,US (United States)
Jiaming,2020-12-05 06:45:57,00:57:28,,The Guest: Season 1: Episode 4,,Netflix Chrome MAC (Cadmium) HTML 5,01:03:10,01:03:10,US (United States)
Jiaming,2020-12-05 06:43:23,00:02:32,,The Guest: Season 1: Episode 3,,Netflix Chrome MAC (Cadmium) HTML 5,00:03:00,00:03:00,US (United States)
Jiaming,2020-12-05 04:41:58,01:00:55,,The Guest: Season 1: Episode 3,,Netflix Chrome MAC (Cadmium) HTML 5,01:01:43,Not latest view,US (United States)
Jiaming,2020-12-05 03:28:34,01:00:45,,The Guest: Season 1: Episode 2,,Netflix Chrome MAC (Cadmium) HTML 5,01:04:19,01:04:19,US (United States)
Jiaming,2020-12-05 02:22:50,01:01:19,,The Guest: Season 1: Episode 1,,Netflix Chrome MAC (Cadmium) HTML 5,01:06:18,01:06:18,US (United States)
Jiaming,2020-12-03 22:06:24,00:00:53,Autoplayed: user action: None; ,The Guest: Season 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,00:00:00,US (United States)
Jiaming,2020-12-03 22:06:17,00:00:05,Autoplayed: user action: None; ,The Guest: Season 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,Not latest view,US (United States)
Jiaming,2020-12-03 21:08:56,00:56:01,,Start-Up: Season 1: Elevator Speech (Episode 14),,Netflix Chrome MAC (Cadmium) HTML 5,01:20:25,01:20:25,US (United States)
Jiaming,2020-12-03 21:08:37,00:00:15,Autoplayed: user action: None; ,Season 1 Trailer: Start-Up,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:15,00:00:15,US (United States)
Jiaming,2020-11-30 20:10:12,00:36:21,,Start-Up: Season 1: Comfort Zone (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,01:08:50,01:08:50,US (United States)
Jiaming,2020-11-30 19:21:37,00:46:46,,Start-Up: Season 1: Acqhire (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,01:20:46,01:20:46,US (United States)
Jiaming,2020-11-29 19:47:18,00:16:43,,Start-Up: Season 1: Acqhire (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:27:02,Not latest view,US (United States)
Jiaming,2020-11-29 18:43:57,01:02:31,,Start-Up: Season 1: Exit (Episode 11),,Netflix Chrome MAC (Cadmium) HTML 5,01:12:16,01:12:16,US (United States)
Jiaming,2020-11-29 18:43:09,00:00:15,Autoplayed: user action: None; ,Season 1 Trailer: The Uncanny Counter,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:15,Not latest view,US (United States)
Jiaming,2020-11-17 21:11:58,00:38:24,,Start-Up: Season 1: Demo Day (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,01:23:36,01:23:36,US (United States)
Jiaming,2020-11-17 20:31:11,00:07:40,,Start-Up: Season 1: Demo Day (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:16:52,Not latest view,US (United States)
Jiaming,2020-11-17 19:25:47,01:02:51,,Start-Up: Season 1: Risk (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,01:19:21,01:19:21,US (United States)
Jiaming,2020-11-17 19:25:40,00:00:04,Autoplayed: user action: None; ,Season 1 Trailer: Start-Up,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,Not latest view,US (United States)
Jiaming,2020-11-17 19:23:58,00:00:42,Autoplayed: user action: None; ,Season 1 Trailer: Hyena,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,00:00:00,US (United States)
Jiaming,2020-11-12 22:00:07,01:11:19,,Start-Up: Season 1: Backup (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,01:20:17,01:20:17,US (United States)
Jiaming,2020-11-12 21:31:04,00:26:15,,Start-Up: Season 1: Burn Rate (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,01:11:58,01:11:58,US (United States)
Jiaming,2020-11-11 21:10:24,00:00:12,,Start-Up: Season 1: Burn Rate (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:48:44,Not latest view,US (United States)
Jiaming,2020-11-11 19:35:42,00:27:52,,Start-Up: Season 1: Burn Rate (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:48:32,Not latest view,US (United States)
Jiaming,2020-11-07 20:55:16,00:19:31,,Start-Up: Season 1: Burn Rate (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:20:22,Not latest view,US (United States)
Jiaming,2020-11-04 21:14:42,00:53:34,,Start-Up: Season 1: Key Man (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,01:17:11,01:17:11,US (United States)
Jiaming,2020-11-04 19:55:45,01:11:20,,Start-Up: Season 1: Hackathon (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,01:16:19,01:16:19,US (United States)
Jiaming,2020-11-03 18:35:46,00:00:05,Autoplayed: user action: None; ,Season 1 Trailer: Start-Up,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,Not latest view,US (United States)
Jiaming,2020-11-02 19:23:04,01:05:12,,The Queen's Gambit: Limited Series: End Game (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,01:04:58,01:04:58,US (United States)
Jiaming,2020-11-02 18:48:30,00:34:04,,The Queen's Gambit: Limited Series: Adjournment (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:57:19,00:57:19,US (United States)
Jiaming,2020-10-31 06:28:33,00:19:03,,The Queen's Gambit: Limited Series: Adjournment (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:23:39,Not latest view,US (United States)
Jiaming,2020-10-31 05:35:41,00:44:03,,The Queen's Gambit: Limited Series: Fork (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:45:29,00:45:29,US (United States)
Jiaming,2020-10-31 04:49:15,00:45:32,,The Queen's Gambit: Limited Series: Middle Game (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:45:52,00:45:52,US (United States)
Jiaming,2020-10-31 04:03:44,00:43:23,,The Queen's Gambit: Limited Series: Doubled Pawns (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:43:30,00:43:30,US (United States)
Jiaming,2020-10-31 02:52:59,01:03:46,,The Queen's Gambit: Limited Series: Exchanges (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,01:02:22,01:02:22,US (United States)
Jiaming,2020-10-31 01:28:05,00:57:00,,The Queen's Gambit: Limited Series: Openings (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:56:30,00:56:30,US (United States)
Jiaming,2020-10-31 01:27:05,00:00:52,Autoplayed: user action: None; ,Clip 2: The Queen's Gambit: Season 1,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:52,Not latest view,US (United States)
Jiaming,2020-10-30 04:24:50,00:00:07,Autoplayed: user action: None; ,Season 1 Trailer: Start-Up,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:20,Not latest view,US (United States)
Jiaming,2020-10-30 04:24:47,00:00:01,,Start-Up: Season 1: START-UP (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:01,00:00:01,US (United States)
Jiaming,2020-10-29 20:47:13,00:00:09,Autoplayed: user action: None; ,Season 1 Trailer: Start-Up,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:09,Not latest view,US (United States)
Jiaming,2020-10-29 20:46:31,00:00:16,Autoplayed: user action: None; ,Clip 2: The Queen's Gambit: Season 1,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:16,Not latest view,US (United States)
Jiaming,2020-10-27 18:28:32,00:53:33,,Life: Season 1: Episode 2,,Netflix Chrome MAC (Cadmium) HTML 5,00:56:14,00:56:14,US (United States)
Jiaming,2020-10-27 02:00:55,00:19:04,,Life: Season 1: Episode 1,,Netflix Chrome MAC (Cadmium) HTML 5,01:07:07,01:07:07,US (United States)
Jiaming,2020-10-26 22:04:01,00:47:53,,Life: Season 1: Episode 1,,Netflix Chrome MAC (Cadmium) HTML 5,00:48:33,Not latest view,US (United States)
Jiaming,2020-10-26 22:03:52,00:00:07,Autoplayed: user action: None; ,Life: Season 1 (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:08,00:00:08,US (United States)
Jiaming,2020-10-26 22:02:09,00:01:20,Autoplayed: user action: None; ,Record of Youth: Season 1_hook_01_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,00:00:00,US (United States)
Jiaming,2020-10-26 02:54:43,00:00:07,Autoplayed: user action: None; ,Season 1 Trailer: Private Lives,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:07,Not latest view,US (United States)
Jiaming,2020-10-26 02:54:36,00:00:04,Autoplayed: user action: None; ,Record of Youth: Season 1_hook_01_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,Not latest view,US (United States)
Jiaming,2020-10-25 23:50:04,00:57:09,,Start-Up: Season 1: Sandbox (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,01:19:47,01:19:47,US (United States)
Jiaming,2020-10-25 22:12:10,00:12:13,,Start-Up: Season 1: Sandbox (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:16:32,Not latest view,US (United States)
Jiaming,2020-10-25 20:52:19,01:06:21,,Start-Up: Season 1: Angel (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,01:16:58,01:16:58,US (United States)
Jiaming,2020-10-25 20:52:10,00:00:08,Autoplayed: user action: None; ,Season 1 Trailer: Start-Up,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:08,Not latest view,US (United States)
Jiaming,2020-10-25 18:48:46,01:09:47,,"Start-Up: Season 1: FAMILY, FRIENDS, FOOLS (Episode 2)",,Netflix Chrome MAC (Cadmium) HTML 5,01:22:42,01:22:42,US (United States)
Jiaming,2020-10-25 18:11:13,00:33:10,,Start-Up: Season 1: START-UP (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,01:21:30,Not latest view,US (United States)
Jiaming,2020-10-23 18:20:11,00:31:08,,Start-Up: Season 1: START-UP (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:32:09,Not latest view,US (United States)
Jiaming,2020-10-23 18:18:18,00:01:51,,"Start-Up: Season 1: FAMILY, FRIENDS, FOOLS (Episode 2)",,Netflix Chrome MAC (Cadmium) HTML 5,00:02:37,Not latest view,US (United States)
Jiaming,2020-10-23 18:18:14,00:00:02,,Start-Up: Season 1: START-UP (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:00:02,Not latest view,US (United States)
Jiaming,2020-10-23 16:53:20,00:19:35,,Start-Up: Season 1: START-UP (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,01:21:34,Not latest view,US (United States)
Jiaming,2020-10-22 06:01:55,00:48:09,,Start-Up: Season 1: START-UP (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:50:07,Not latest view,US (United States)
Jiaming,2020-10-22 06:01:27,00:00:21,Autoplayed: user action: None; ,Season 1 Trailer: Hyena,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:21,Not latest view,US (United States)
Jiaming,2020-10-22 05:44:45,00:13:30,,Man to Man: Season 1: Episode 1,,Netflix Chrome MAC (Cadmium) HTML 5,00:14:42,00:14:42,US (United States)
Jiaming,2020-10-22 04:38:25,00:07:13,,The Lies Within: Season 1: Target (Episode 2),,Chrome PC (Cadmium),00:07:13,00:07:13,US (United States)
Jiaming,2020-10-22 03:48:03,00:45:27,,The Lies Within: Season 1: Hand (Episode 1),,Chrome PC (Cadmium),00:59:28,00:59:28,US (United States)
Jiaming,2020-10-22 02:30:28,00:14:01,,The Lies Within: Season 1: Hand (Episode 1),,Chrome PC (Cadmium),00:14:01,Not latest view,US (United States)
Jiaming,2020-10-22 02:30:18,00:00:08,Autoplayed: user action: None; ,The Lies Within: Season 1 (Trailer),TRAILER,Chrome PC (Cadmium),00:00:08,00:00:08,US (United States)
Jiaming,2020-10-21 19:16:55,00:00:01,,Man to Man: Season 1: Episode 1,,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,Not latest view,US (United States)
Jiaming,2020-10-21 19:12:37,00:00:03,,Man to Man: Season 1: Episode 1,,Netflix Chrome MAC (Cadmium) HTML 5,00:00:03,Not latest view,US (United States)
Jiaming,2020-10-21 19:12:02,00:00:28,Autoplayed: user action: None; ,Man to Man: Season 1_shortPreview_9x16,PREVIEW,Netflix Chrome MAC (Cadmium) HTML 5,00:00:28,00:00:28,US (United States)
Jiaming,2020-10-21 19:03:43,00:06:46,,Emily in Paris: Season 1: Emily in Paris (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:07:36,00:07:36,US (United States)
Jiaming,2020-10-21 19:03:36,00:00:05,Autoplayed: user action: None; ,Season 1 Clip 2: Emily in Paris,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,00:00:05,US (United States)
Jiaming,2020-10-21 19:03:18,00:00:09,Autoplayed: user action: None; ,Chief of Staff: Season 1 (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:09,00:00:09,US (United States)
Jiaming,2020-10-21 19:03:12,00:00:05,Autoplayed: user action: None; ,Season 1 Trailer: The Umbrella Academy,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,00:00:05,US (United States)
Jiaming,2020-10-21 19:01:53,00:00:19,Autoplayed: user action: None; ,Naruto: Season 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:19,00:00:19,US (United States)
Jiaming,2020-10-21 19:01:19,00:00:11,Autoplayed: user action: None; ,One Piece: East Blue_hook_05_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:11,00:00:11,US (United States)
Jiaming,2020-10-21 18:58:29,00:01:50,Autoplayed: user action: None; ,Trailer: American Murder: The Family Next Door,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:01:50,00:01:50,US (United States)
Jiaming,2020-10-21 18:57:37,00:00:24,Autoplayed: user action: None; ,Castlevania: Season 1 (Recap),RECAP,Netflix Chrome MAC (Cadmium) HTML 5,00:00:24,00:00:24,US (United States)
Jiaming,2020-10-21 18:55:39,00:01:34,Autoplayed: user action: None; ,Trailer: BLACKPINK: Light Up the Sky,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:01:34,00:01:34,US (United States)
Jiaming,2020-10-21 18:55:26,00:00:09,Autoplayed: user action: None; ,Evil: Season 1_hook_04_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:09,00:00:09,US (United States)
Jiaming,2020-10-21 18:54:53,00:00:32,Autoplayed: user action: None; ,Stranger Things 3 (Franchise Sound Review),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:32,00:00:32,US (United States)
Jiaming,2020-10-21 18:54:15,00:00:34,Autoplayed: user action: None; ,Black Mirror: Season 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:34,Not latest view,US (United States)
Jiaming,2020-10-21 18:54:02,00:00:11,Autoplayed: user action: None; ,Arrow: Season 7_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:11,00:00:11,US (United States)
Jiaming,2020-10-21 18:53:17,00:00:30,Autoplayed: user action: None; ,Season 1 Trailer: Hospital Playlist,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:30,00:00:30,US (United States)
Jiaming,2020-10-21 18:52:41,00:00:04,Autoplayed: user action: None; ,Ozark: Season 1_shortPreview_9x16,PREVIEW,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,00:00:04,US (United States)
Jiaming,2020-10-21 18:52:08,00:00:14,Autoplayed: user action: None; ,The Lies Within: Season 1 (Portrait Product Preview),PREVIEW,Netflix Chrome MAC (Cadmium) HTML 5,00:00:14,00:00:14,US (United States)
Jiaming,2020-10-21 18:50:28,00:00:36,Autoplayed: user action: None; ,My Mister: Season 1_hook_02_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:36,00:00:36,US (United States)
Jiaming,2020-10-20 21:34:11,00:00:08,Autoplayed: user action: None; ,Sherlock: Series 1_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:08,00:00:08,US (United States)
Jiaming,2020-10-20 21:32:37,00:01:26,Autoplayed: user action: None; ,Designated Survivor (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:01:27,00:01:27,US (United States)
Jiaming,2020-10-20 21:31:47,00:00:33,Autoplayed: user action: None; ,The Lies Within: Season 1 (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:00,Not latest view,US (United States)
Jiaming,2020-10-20 20:07:41,01:23:55,,Designated Survivor: 60 Days: Season 1: The Last Choice (Episode 16),,Netflix Chrome MAC (Cadmium) HTML 5,01:24:58,01:24:58,US (United States)
Jiaming,2020-10-20 18:38:41,01:15:37,,Designated Survivor: 60 Days: Season 1: The Trap (Episode 15),,Netflix Chrome MAC (Cadmium) HTML 5,01:14:22,01:14:22,US (United States)
Jiaming,2020-10-20 18:36:42,00:01:56,,Designated Survivor: 60 Days: Season 1: The Outcome (Episode 14),,Netflix Chrome MAC (Cadmium) HTML 5,00:02:41,00:02:41,US (United States)
Jiaming,2020-10-19 18:40:04,01:15:10,,Designated Survivor: 60 Days: Season 1: The Outcome (Episode 14),,Netflix Chrome MAC (Cadmium) HTML 5,01:14:56,Not latest view,US (United States)
Jiaming,2020-10-19 17:58:42,00:41:18,,Designated Survivor: 60 Days: Season 1: Presidential Candidate (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,01:11:36,01:11:36,US (United States)
Jiaming,2020-10-18 22:47:29,00:29:12,,Designated Survivor: 60 Days: Season 1: Presidential Candidate (Episode 13),,Netflix Chrome MAC (Cadmium) HTML 5,00:30:18,Not latest view,US (United States)
Jiaming,2020-10-18 21:35:43,01:10:54,,Designated Survivor: 60 Days: Season 1: Answer (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,01:14:04,01:14:04,US (United States)
Jiaming,2020-10-18 20:36:39,00:58:13,,"Designated Survivor: 60 Days: Season 1: The Acting President, Oh Yeong-seok (Episode 11)",,Netflix Chrome MAC (Cadmium) HTML 5,01:03:34,01:03:34,US (United States)
Jiaming,2020-10-18 19:23:42,01:12:46,,Designated Survivor: 60 Days: Season 1: Accomplice (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,01:15:46,01:15:46,US (United States)
Jiaming,2020-10-18 18:10:05,01:08:45,,Designated Survivor: 60 Days: Season 1: Scandal (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,01:15:04,01:15:04,US (United States)
Jiaming,2020-10-18 18:07:54,00:01:59,,Designated Survivor: 60 Days: Season 1: Doubt (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:07:37,00:07:37,US (United States)
Jiaming,2020-10-18 01:10:51,00:50:22,Autoplayed: user action: None; ,Designated Survivor: 60 Days: Season 1: Doubt (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,01:03:00,Not latest view,US (United States)
Jiaming,2020-10-18 00:44:23,00:26:24,,Designated Survivor: 60 Days: Season 1: Governance (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,01:12:33,01:12:33,US (United States)
Jiaming,2020-10-18 00:19:16,00:19:29,,Designated Survivor: 60 Days: Season 1: Governance (Episode 7),,Chrome PC (Cadmium),00:45:24,Not latest view,US (United States)
Jiaming,2020-10-17 23:55:56,00:17:02,,Designated Survivor: 60 Days: Season 1: Governance (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:24:56,Not latest view,US (United States)
Jiaming,2020-10-17 23:02:13,00:51:50,,Designated Survivor: 60 Days: Season 1: Command (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,01:11:18,01:11:18,US (United States)
Jiaming,2020-10-17 23:02:06,00:00:04,Autoplayed: user action: None; ,Chief of Staff: Season 1 (Trailer),TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,Not latest view,US (United States)
Jiaming,2020-10-17 22:17:09,00:42:15,,Designated Survivor: 60 Days: Season 1: A Good Person (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,01:14:25,01:14:25,US (United States)
Jiaming,2020-10-17 21:51:19,00:25:15,,Designated Survivor: 60 Days: Season 1: Confession (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,01:03:17,01:03:17,US (United States)
Jiaming,2020-10-17 18:12:22,00:33:12,,Designated Survivor: 60 Days: Season 1: Confession (Episode 4),,Netflix Chrome MAC (Cadmium) HTML 5,00:34:51,Not latest view,US (United States)
Jiaming,2020-10-17 17:52:12,00:18:04,,Designated Survivor: 60 Days: Season 1: Maintaining Status Quo (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,01:20:54,01:20:54,US (United States)
Jiaming,2020-10-16 17:51:04,00:13:41,,Designated Survivor: 60 Days: Season 1: Maintaining Status Quo (Episode 3),,iPad Pro 3 12.9 (Wi-Fi),01:00:10,Not latest view,US (United States)
Jiaming,2020-10-15 18:55:56,00:31:51,,Designated Survivor: 60 Days: Season 1: Maintaining Status Quo (Episode 3),,iPad Pro 3 12.9 (Wi-Fi),00:38:12,Not latest view,US (United States)
Jiaming,2020-10-14 18:24:24,00:05:08,Autoplayed: user action: None; ,Designated Survivor: 60 Days: Season 1: Maintaining Status Quo (Episode 3),,iPad Pro 3 12.9 (Wi-Fi),00:06:21,Not latest view,US (United States)
Jiaming,2020-10-14 17:37:08,00:46:42,,Designated Survivor: 60 Days: Season 1: Commander-In-Chief (Episode 2),,iPad Pro 3 12.9 (Wi-Fi),01:22:53,01:22:53,US (United States)
Jiaming,2020-10-14 17:36:37,00:00:24,,Designated Survivor: 60 Days: Season 1: The Acting President (Episode 1),,iPad Pro 3 12.9 (Wi-Fi),01:01:12,01:01:12,US (United States)
Jiaming,2020-10-13 17:56:57,00:29:39,,Designated Survivor: 60 Days: Season 1: Commander-In-Chief (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:30:11,Not latest view,US (United States)
Jiaming,2020-10-13 17:45:43,00:11:13,,Designated Survivor: 60 Days: Season 1: The Acting President (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,01:12:01,Not latest view,US (United States)
Jiaming,2020-10-12 17:20:28,00:54:58,,Designated Survivor: 60 Days: Season 1: The Acting President (Episode 1),,iPad Pro 3 12.9 (Wi-Fi),01:00:48,Not latest view,US (United States)
Jiaming,2020-10-10 01:35:46,01:16:25,,Stranger: Season 2: Episode 16,,Netflix Chrome MAC (Cadmium) HTML 5,01:06:30,01:06:30,US (United States)
Jiaming,2020-10-10 00:12:14,01:10:28,,Stranger: Season 2: Episode 15,,Netflix Chrome MAC (Cadmium) HTML 5,01:06:02,01:06:02,US (United States)
Jiaming,2020-10-09 23:10:50,01:01:21,,Stranger: Season 2: Episode 14,,Netflix Chrome MAC (Cadmium) HTML 5,01:01:47,01:01:47,US (United States)
